time,weather_code,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,weather_description
2024-09-29,73,0.1,6.5,13.5,Snow fall: Moderate
2024-09-30,3,-2.5,0.0,12.1,Overcast
2024-10-01,3,2.4,0.0,46.9,Overcast
2024-10-02,73,2.7,2.7,34.2,Snow fall: Moderate
2024-10-03,73,-0.2,7.3,44.1,Snow fall: Moderate
2024-10-04,3,-3.1,0.0,54.2,Overcast
2024-10-05,3,-3.5,0.0,48.6,Overcast
2024-10-06,71,-3.2,0.3,51.5,Snow fall: Slight
2024-10-07,3,-4.2,0.0,40.6,Overcast
2024-10-08,3,-3.9,0.0,28.6,Overcast
2024-10-09,71,-5.5,0.2,27.6,Snow fall: Slight
2024-10-10,73,-6.1,4.3,18.8,Snow fall: Moderate
2024-10-11,3,-8.1,0.0,16.8,Overcast
2024-10-12,3,-9.0,0.0,13.7,Overcast
2024-10-13,2,-8.0,0.0,31.7,Partly cloudy
2024-10-14,3,-5.2,0.0,33.8,Overcast
2024-10-15,73,0.2,8.8,26.7,Snow fall: Moderate
2024-10-16,71,1.9,1.8,13.4,Snow fall: Slight
2024-10-17,71,0.1,0.2,20.3,Snow fall: Slight
2024-10-18,75,1.6,10.4,47.7,Snow fall: Heavy
2024-10-19,75,1.6,10.8,58.3,Snow fall: Heavy
2024-10-20,73,0.4,2.3,21.9,Snow fall: Moderate
2024-10-21,75,-2.2,12.0,14.8,Snow fall: Heavy
2024-10-22,75,-5.9,6.4,25.2,Snow fall: Heavy
2024-10-23,73,-0.3,3.1,28.0,Snow fall: Moderate
2024-10-24,73,-3.4,4.3,28.3,Snow fall: Moderate
2024-10-25,75,-2.7,10.8,88.3,Snow fall: Heavy
2024-10-26,73,-2.5,7.3,49.3,Snow fall: Moderate
2024-10-27,71,-9.1,0.1,18.0,Snow fall: Slight
2024-10-28,75,-0.8,6.9,65.7,Snow fall: Heavy
2024-10-29,73,-0.9,3.1,43.1,Snow fall: Moderate
2024-10-30,73,-3.0,1.5,46.8,Snow fall: Moderate
2024-10-31,73,-6.5,3.6,41.4,Snow fall: Moderate
2024-11-01,3,-8.4,0.0,28.1,Overcast
2024-11-02,71,-4.0,0.4,16.4,Snow fall: Slight
2024-11-03,63,4.4,11.1,49.4,Rain: Moderate
2024-11-04,53,5.9,3.8,42.1,Drizzle: Moderate
2024-11-05,61,6.8,7.1,54.1,Rain: Slight
2024-11-06,75,1.0,13.1,57.8,Snow fall: Heavy
2024-11-07,73,4.1,17.1,61.7,Snow fall: Moderate
2024-11-08,3,0.8,0.0,46.4,Overcast
2024-11-09,51,5.8,2.3,36.4,Drizzle: Light
2024-11-10,73,3.2,8.6,45.3,Snow fall: Moderate
2024-11-11,71,4.2,8.3,68.9,Snow fall: Slight
2024-11-12,73,4.2,13.9,75.9,Snow fall: Moderate
2024-11-13,3,0.9,0.0,59.9,Overcast
2024-11-14,75,4.8,12.1,70.7,Snow fall: Heavy
2024-11-15,75,-7.0,11.4,56.2,Snow fall: Heavy
